dataset,granularity,model,fold,method,reference,ece_method,ece_reference,delta_ece,ci_low,ci_high,p,best_lambda,n_students,family_key,p_holm,reject_holm,family_size
assist2009,concept,dkt,2,difficulty_bucket,isotonic,0.011060990005508815,0.011096229315564081,-3.5239310055265594e-05,-0.0002636439841851675,0.00032623075692329444,0.5447455254474552,1000.0,770,concept|f2|difficulty_bucket,1.0,False,28
assist2009,concept,dkt,3,none,isotonic,0.0070721255327803705,0.011735547916745786,-0.004663422383965415,-0.006174262949228598,0.0014914616571277727,0.14878512148785122,5000.0,770,concept|f3|none,0.8927107289271073,False,28
assist2009,concept,dkt,3,concept_aware_lambda0,isotonic,0.01941785826654715,0.011735547916745786,0.007682310349801363,0.00499873717354825,0.010485009780385133,0.00019998000199980003,5000.0,770,concept|f3|concept_aware_lambda0,0.005599440055994401,True,28
assist2009,concept,dkt,3,concept_aware_eb,isotonic,0.011830633589204605,0.011735547916745786,9.508567245881949e-05,-0.0009165832934511448,0.0012049851765740683,0.9965003499650035,5000.0,770,concept|f3|concept_aware_eb,1.0,False,28
assist2009,concept,dkt,3,difficulty_bucket,isotonic,0.011776927909675659,0.011735547916745786,4.1379992929873113e-05,-0.0003635036235638822,0.0009719031880404754,0.3531646835316468,5000.0,770,concept|f3|difficulty_bucket,1.0,False,28
assist2009,concept,dkt,4,none,isotonic,0.01264908009171397,0.006738685897324672,0.005910394194389297,0.0026306630511494997,0.008089456555772973,0.0023997600239976003,5000.0,770,concept|f4|none,0.021597840215978402,True,28
assist2009,concept,dkt,4,concept_aware_lambda0,isotonic,0.014807576059520787,0.006738685897324672,0.008068890162196115,0.00251050174861201,0.011200702160776921,0.004399560043995601,5000.0,770,concept|f4|concept_aware_lambda0,0.030796920307969204,True,28
assist2009,concept,dkt,4,concept_aware_eb,isotonic,0.00699573247249688,0.006738685897324672,0.00025704657517220796,-0.0008337980194825022,0.002075816218029574,0.35276472352764726,5000.0,770,concept|f4|concept_aware_eb,1.0,False,28
assist2009,concept,dkt,4,difficulty_bucket,isotonic,0.006549141057056342,0.006738685897324672,-0.00018954484026833043,-0.0004553495983603721,0.00031234672230918525,0.5931406859314069,5000.0,770,concept|f4|difficulty_bucket,1.0,False,28
assist2009,concept,sakt,0,none,isotonic,0.04015854801080865,0.010047348576907584,0.030111199433901066,0.02148176095403631,0.0346484844077445,0.00019998000199980003,1000.0,770,concept|f0|none,0.005599440055994401,True,28
